Precision	Recall	PR_thres
0.8618666666666667	0.617737003058104	0.147
0.8626402993051844	0.6169724770642202	0.148
0.8639528655597215	0.6165902140672783	0.149
0.8659849300322928	0.6150611620795107	0.15
0.8684353004872767	0.6131498470948012	0.151
0.8692349430276722	0.6123853211009175	0.152
0.8694232861806311	0.6108562691131498	0.153
0.8704209950792783	0.6085626911314985	0.154
0.8719076415612974	0.6062691131498471	0.155
0.8725165562913907	0.6043577981651376	0.156
0.872093023255814	0.6020642201834863	0.157
0.8722222222222222	0.6001529051987767	0.158
0.8729805013927576	0.5990061162079511	0.159
0.8752796420581656	0.5982415902140673	0.16
0.8768971332209107	0.5963302752293578	0.161
0.8770445572476029	0.5944189602446484	0.162
0.8781179138321995	0.5921253822629969	0.163
0.8795454545454545	0.591743119266055	0.164
0.8797035347776511	0.5898318042813455	0.165
0.8799313893653516	0.588302752293578	0.166
0.8818807339449541	0.5879204892966361	0.167
0.8831694621168306	0.5837155963302753	0.168
0.8849506101104009	0.5821865443425076	0.169
0.8855808523058961	0.5798929663608563	0.17
0.8858981860737273	0.5787461773700305	0.171
0.8864705882352941	0.5760703363914373	0.172
0.8874484384207425	0.5756880733944955	0.173
0.8888231815493791	0.5745412844036697	0.174
0.8897451096621221	0.5737767584097859	0.175
0.8912009512485137	0.5730122324159022	0.176
0.8921334922526818	0.5722477064220184	0.177
0.8920863309352518	0.5688073394495413	0.178
0.8941034897713598	0.5680428134556575	0.179
0.8944511459589868	0.5668960244648318	0.18
0.8963007883565798	0.5649847094801224	0.181
0.8969512195121951	0.5623088685015291	0.182
0.8984709480122324	0.5615443425076453	0.183
0.8994481912936848	0.5607798165137615	0.184
0.8993247391037447	0.5600152905198776	0.185
0.9001848428835489	0.5584862385321101	0.186
0.9022277227722773	0.5573394495412844	0.187
0.9020458772473652	0.5561926605504587	0.188
0.901863354037267	0.555045871559633	0.189
0.9020586400499064	0.5527522935779816	0.19
0.9040752351097179	0.5512232415902141	0.191
0.9051507537688442	0.5508409785932722	0.192
0.9074778200253485	0.5474006116207951	0.193
0.9100765306122449	0.5454892966360856	0.194
0.9103139013452914	0.5431957186544343	0.195
0.9101988454137268	0.5424311926605505	0.196
0.9111969111969112	0.5412844036697247	0.197
0.9115558424790188	0.5397553516819572	0.198
0.9111543450064851	0.5370795107033639	0.199
0.9114006514657981	0.5347859327217125	0.2
0.912015758371635	0.5309633027522935	0.201
0.9122112211221122	0.5282874617737003	0.202
0.9130146082337317	0.525611620795107	0.203
0.9134487350199734	0.5244648318042814	0.204
0.9131596526386105	0.5225535168195719	0.205
0.9142091152815014	0.5214067278287462	0.206
0.9146505376344086	0.5202599388379205	0.207
0.9150370869858395	0.5187308868501529	0.208
0.9148648648648648	0.5175840978593272	0.209
0.9159322033898305	0.5164373088685015	0.21
0.9157608695652174	0.5152905198776758	0.211
0.9155313351498637	0.5137614678899083	0.212
0.9159261790840738	0.5122324159021406	0.213
0.9158686730506156	0.5118501529051988	0.214
0.9162087912087912	0.5099388379204893	0.215
0.9174122505161735	0.5095565749235474	0.216
0.9172413793103448	0.5084097859327217	0.217
0.917069799585349	0.507262996941896	0.218
0.916955017301038	0.5064984709480123	0.219
0.9165507649513213	0.503822629969419	0.22
0.9177126917712691	0.5030581039755352	0.221
0.9176552686671319	0.5026758409785933	0.222
0.9173669467787114	0.5007645259938838	0.223
0.9182522903453136	0.4980886850152905	0.224
0.9180212014134276	0.49655963302752293	0.225
0.9184975194897236	0.4954128440366973	0.226
0.9190340909090909	0.49464831804281345	0.227
0.9208838203848895	0.4938837920489297	0.228
0.9240143369175627	0.492737003058104	0.229
0.9246771879483501	0.492737003058104	0.23
0.9253409906676239	0.492737003058104	0.231
0.9251259899208063	0.4912079510703364	0.232
0.9255780346820809	0.4896788990825688	0.233
0.926917510853835	0.4896788990825688	0.234
0.9268645908761767	0.4892966360856269	0.235
0.9281045751633987	0.48853211009174313	0.236
0.9285714285714286	0.48700305810397554	0.237
0.9285193289569658	0.48662079510703365	0.238
0.9282051282051282	0.48432721712538224	0.239
0.9280469897209985	0.4831804281345566	0.24
0.9285714285714286	0.4820336391437309	0.241
0.9285187914517318	0.481651376146789	0.242
0.9290465631929047	0.4805045871559633	0.243
0.9296817172464841	0.4801223241590214	0.244
0.93026706231454	0.4793577981651376	0.245
0.9300595238095238	0.47782874617737003	0.246
0.9299552906110283	0.47706422018348627	0.247
0.9302848575712144	0.47438837920489296	0.248
0.9301277235161532	0.47324159021406725	0.249
0.9300751879699248	0.47285932721712537	0.25
0.930566037735849	0.4713302752293578	0.252
0.9302501895375285	0.4690366972477064	0.253
0.9315068493150684	0.46788990825688076	0.254
0.9321646341463414	0.4675076452599388	0.255
0.9327217125382263	0.46636085626911317	0.256
0.9331797235023042	0.4644495412844037	0.257
0.9336931380107941	0.4629204892966361	0.258
0.9348837209302325	0.4610091743119266	0.259
0.9346811819595645	0.459480122324159	0.26
0.9344773790951638	0.45795107033639143	0.261
0.9350039154267815	0.45642201834862384	0.262
0.934850863422292	0.4552752293577982	0.264
0.9347996857816182	0.45489296636085624	0.265
0.9346970889063729	0.4541284403669725	0.266
0.9352290679304898	0.4525993883792049	0.267
0.936558287073751	0.4514525993883792	0.268
0.9364575059571089	0.4506880733944954	0.269
0.9369009584664537	0.44839449541284404	0.27
0.9368	0.44762996941896027	0.271
0.9373493975903614	0.4461009174311927	0.272
0.9379532634971797	0.44495412844036697	0.273
0.9378531073446328	0.4441896024464832	0.274
0.9376012965964343	0.4422782874617737	0.275
0.9381107491856677	0.44036697247706424	0.276
0.9379591836734694	0.43922018348623854	0.277
0.9378068739770867	0.4380733944954128	0.278
0.9376538146021329	0.4369266055045872	0.279
0.9375	0.43577981651376146	0.28
0.9381188118811881	0.43463302752293576	0.282
0.9387923904052936	0.433868501529052	0.283
0.9386909693454847	0.4331039755351682	0.284
0.9392678868552413	0.4315749235474006	0.285
0.9407839866555463	0.43119266055045874	0.286
0.9406354515050167	0.43004587155963303	0.287
0.9413243922883487	0.42928134556574926	0.288
0.9436026936026936	0.42851681957186544	0.289
0.9435551811288964	0.42813455657492355	0.29
0.9433643279797126	0.42660550458715596	0.291
0.9448217317487266	0.42545871559633025	0.292
0.944633730834753	0.4239296636085627	0.293
0.9461077844311377	0.422782874617737	0.294
0.9458762886597938	0.4208715596330275	0.295
0.9457831325301205	0.42010703363914376	0.296
0.9457364341085271	0.4197247706422018	0.297
0.9455958549222798	0.41857798165137616	0.298
0.9463203463203463	0.41781345565749234	0.299
0.9461805555555556	0.4166666666666667	0.3
0.945993031358885	0.4151376146788991	0.301
0.9458041958041958	0.4136085626911315	0.302
0.9474145486415425	0.4132262996941896	0.303
0.9473222124670764	0.4124617737003058	0.304
0.9471830985915493	0.41131498470948014	0.305
0.9470899470899471	0.4105504587155963	0.306
0.9469964664310954	0.40978593272171254	0.307
0.947787610619469	0.40940366972477066	0.308
0.9476486246672582	0.40825688073394495	0.309
0.9484902309058615	0.40825688073394495	0.31
0.9500446030330062	0.40711009174311924	0.311
0.95	0.40672782874617736	0.313
0.9507168458781362	0.4055810397553517	0.315
0.9515695067264573	0.4055810397553517	0.316
0.9514824797843666	0.4048165137614679	0.317
0.9522091974752029	0.4036697247706422	0.318
0.9521660649819494	0.4032874617737003	0.319
0.9529411764705882	0.4025229357798165	0.32
0.9528558476881233	0.40175840978593275	0.321
0.9545040946314831	0.4009938837920489	0.322
0.9552919708029197	0.40022935779816515	0.323
0.9550045913682277	0.39755351681957185	0.324
0.9549218031278749	0.3967889908256881	0.325
0.9548387096774194	0.39602446483180426	0.326
0.9564814814814815	0.3948776758409786	0.327
0.9564007421150278	0.3941131498470948	0.328
0.9562790697674418	0.3929663608562691	0.329
0.9561567164179104	0.3918195718654434	0.331
0.9560336763330215	0.39067278287461776	0.332
0.9568480300187617	0.38990825688073394	0.333
0.9566446748350612	0.38799694189602446	0.334
0.9564393939393939	0.386085626911315	0.335
0.9563981042654028	0.3857033639143731	0.336
0.9562737642585551	0.3845565749235474	0.337
0.9571836346336822	0.3845565749235474	0.338
0.9570200573065902	0.3830275229357798	0.339
0.9568965517241379	0.38188073394495414	0.34
0.9568138195777351	0.3811162079510703	0.341
0.9567723342939481	0.38073394495412843	0.342
0.9567307692307693	0.38035168195718655	0.343
0.9575289575289575	0.37920489296636084	0.344
0.957405614714424	0.3780581039755352	0.345
0.9573229873908826	0.37729357798165136	0.346
0.9571150097465887	0.3753822629969419	0.347
0.9587831207065751	0.3734709480122324	0.348
0.9586206896551724	0.3719418960244648	0.349
0.958498023715415	0.37079510703363916	0.35
0.9584158415841584	0.37003058103975534	0.352
0.9592850049652433	0.36926605504587157	0.353
0.9601593625498008	0.36850152905198774	0.354
0.9600798403193613	0.367737003058104	0.355
0.9609218436873748	0.36659021406727826	0.356
0.9617321248741189	0.3650611620795107	0.357
0.9616548940464178	0.3642966360856269	0.358
0.961577350859454	0.36353211009174313	0.359
0.9615384615384616	0.36314984709480125	0.36
0.9623983739837398	0.36200305810397554	0.361
0.9622448979591837	0.36047400611620795	0.362
0.9621676891615542	0.3597094801223242	0.363
0.9631147540983607	0.35932721712538224	0.364
0.963076923076923	0.35894495412844035	0.365
0.9629248197734295	0.35741590214067276	0.366
0.9627329192546584	0.3555045871559633	0.367
0.9636929460580913	0.3551223241590214	0.369
0.9636174636174636	0.3543577981651376	0.37
0.963579604578564	0.35397553516819574	0.371
0.9634273772204807	0.35244648318042815	0.372
0.9633891213389121	0.35206422018348627	0.374
0.9643979057591623	0.35206422018348627	0.375
0.9643605870020965	0.3516819571865443	0.376
0.9642857142857143	0.35091743119266056	0.377
0.9652631578947368	0.35053516819571867	0.379
0.9652265542676501	0.35015290519877673	0.38
0.9651898734177216	0.34977064220183485	0.381
0.9671610169491526	0.3490061162079511	0.382
0.968186638388123	0.3490061162079511	0.383
0.9681190223166843	0.34824159021406725	0.384
0.9680851063829787	0.34785932721712537	0.385
0.9679144385026738	0.3459480122324159	0.386
0.9689507494646681	0.3459480122324159	0.388
0.9688172043010753	0.3444189602446483	0.389
0.9687162891046386	0.34327217125382264	0.39
0.968682505399568	0.34288990825688076	0.392
0.9686486486486486	0.3425076452599388	0.393
0.9686147186147186	0.34212538226299694	0.394
0.9685124864277959	0.3409785932721712	0.395
0.9684095860566448	0.3398318042813456	0.396
0.9683406113537117	0.33906727828746175	0.397
0.968236582694414	0.3379204892966361	0.398
0.9691969196919692	0.3367737003058104	0.399
0.9691289966923925	0.3360091743119266	0.4
0.9690265486725663	0.3348623853211009	0.401
0.9689234184239733	0.33371559633027525	0.402
0.96875	0.3318042813455658	0.403
0.9687150837988827	0.33142201834862384	0.405
0.9686800894854586	0.33103975535168195	0.406
0.9685746352413019	0.32989296636085624	0.407
0.9685393258426966	0.32951070336391436	0.409
0.9683972911963883	0.32798165137614677	0.41
0.9683615819209039	0.3275993883792049	0.411
0.9694570135746606	0.3275993883792049	0.412
0.9693181818181819	0.3260703363914373	0.413
0.9692132269099202	0.32492354740061163	0.414
0.9690721649484536	0.32339449541284404	0.415
0.9700805523590333	0.32224770642201833	0.416
0.9700460829493087	0.32186544342507645	0.417
0.9700115340253749	0.32148318042813456	0.418
0.9709976798143851	0.31995412844036697	0.419
0.9709302325581395	0.3191896024464832	0.42
0.970828471411902	0.3180428134556575	0.421
0.9719298245614035	0.3176605504587156	0.422
0.9718969555035128	0.3172782874617737	0.423
0.9741784037558685	0.3172782874617737	0.425
0.9752650176678446	0.3165137614678899	0.427
0.9752066115702479	0.31574923547400613	0.428
0.975177304964539	0.31536697247706424	0.429
0.9751184834123223	0.3146024464831804	0.43
0.9750889679715302	0.31422018348623854	0.431
0.9750593824228029	0.31383792048929665	0.432
0.975	0.3130733944954128	0.433
0.974910394265233	0.3119266055045872	0.434
0.9748803827751196	0.31154434250764523	0.435
0.9748502994011976	0.31116207951070335	0.436
0.9748201438848921	0.31077981651376146	0.437
0.9747596153846154	0.3100152905198777	0.438
0.9747292418772563	0.30963302752293576	0.439
0.9746682750301568	0.308868501529052	0.44
0.9745762711864406	0.3077217125382263	0.443
0.9745454545454545	0.3073394495412844	0.444
0.9745145631067961	0.3069571865443425	0.445
0.97442143727162	0.3058103975535168	0.446
0.9755501222493888	0.30504587155963303	0.447
0.9755201958384333	0.30466360856269115	0.448
0.9754601226993865	0.3038990825688073	0.449
0.9753694581280788	0.30275229357798167	0.45
0.9753390875462392	0.30237003058103973	0.451
0.9765432098765432	0.30237003058103973	0.452
0.9777227722772277	0.30198776758409784	0.453
0.9776119402985075	0.30045871559633025	0.455
0.9775561097256857	0.2996941896024465	0.456
0.9775	0.2989296636085627	0.457
0.9774718397997497	0.2985474006116208	0.458
0.9773584905660377	0.29701834862385323	0.46
0.9772727272727273	0.2958715596330275	0.463
0.9771863117870723	0.2947247706422018	0.464
0.9771573604060914	0.29434250764525993	0.466
0.9770992366412213	0.29357798165137616	0.467
0.9770408163265306	0.29281345565749234	0.468
0.9769526248399488	0.2916666666666667	0.469
0.9769230769230769	0.29128440366972475	0.47
0.9768934531450578	0.29090214067278286	0.471
0.9768339768339769	0.2901376146788991	0.472
0.9768041237113402	0.2897553516819572	0.473
0.9767441860465116	0.2889908256880734	0.474
0.9766839378238342	0.2882262996941896	0.475
0.9766536964980544	0.28784403669724773	0.476
0.9778933680104032	0.2874617737003058	0.477
0.9778645833333334	0.2870795107033639	0.478
0.9790575916230366	0.28593272171253825	0.479
0.9790301441677588	0.2855504587155963	0.48
0.979002624671916	0.2851681957186544	0.481
0.9789473684210527	0.28440366972477066	0.482
0.9788359788359788	0.28287461773700306	0.483
0.9788079470198675	0.2824923547400612	0.484
0.9787516600265604	0.28172782874617736	0.485
0.9786666666666667	0.2805810397553517	0.486
0.9786096256684492	0.2798165137614679	0.487
0.9785522788203753	0.2790519877675841	0.488
0.978494623655914	0.2782874617737003	0.49
0.9784656796769852	0.2779051987767584	0.492
0.9783491204330176	0.2763761467889908	0.494
0.978319783197832	0.2759938837920489	0.495
0.9782903663500678	0.27561162079510704	0.496
0.9795918367346939	0.27522935779816515	0.497
0.9795361527967258	0.27446483180428133	0.498
0.9794520547945206	0.2733180428134557	0.499
0.9793672627235214	0.27217125382262997	0.5
0.9793388429752066	0.2717889908256881	0.501
0.9792817679558011	0.27102446483180426	0.502
0.9792243767313019	0.2702599388379205	0.503
0.979050279329609	0.2679663608562691	0.504
0.9789915966386554	0.2672018348623853	0.505
0.9789325842696629	0.26643730886850153	0.506
0.9789029535864979	0.26605504587155965	0.507
0.9788732394366197	0.26567278287461776	0.508
0.9787835926449788	0.26452599388379205	0.509
0.9786931818181818	0.26337920489296635	0.51
0.9786628733997155	0.26299694189602446	0.511
0.9800285306704708	0.2626146788990826	0.512
0.98	0.2622324159021407	0.513
0.9799426934097422	0.26146788990825687	0.514
0.9797687861271677	0.2591743119266055	0.515
0.9796215429403202	0.257262996941896	0.516
0.9795918367346939	0.25688073394495414	0.517
0.9795620437956204	0.25649847094801226	0.518
0.9794721407624634	0.25535168195718655	0.519
0.9794419970631424	0.25496941896024466	0.521
0.9808259587020649	0.25420489296636084	0.522
0.9807692307692307	0.25344036697247707	0.523
0.9807407407407407	0.2530581039755352	0.524
0.9807121661721068	0.25267584097859325	0.526
0.9806835066864784	0.25229357798165136	0.527
0.9806259314456036	0.2515290519877676	0.529
0.9805389221556886	0.2503822629969419	0.53
0.9819548872180451	0.24961773700305812	0.531
0.9819004524886877	0.24885321100917432	0.532
0.9833836858006042	0.24885321100917432	0.534
0.983358547655068	0.2484709480122324	0.535
0.9833080424886191	0.24770642201834864	0.537
0.9832826747720365	0.24732415902140673	0.538
0.9832572298325722	0.24694189602446484	0.539
0.9832317073170732	0.24655963302752293	0.541
0.9831804281345565	0.24579510703363913	0.542
0.9831546707503829	0.24541284403669725	0.543
0.9831029185867896	0.24464831804281345	0.544
0.9830508474576272	0.24388379204892965	0.545
0.9845440494590417	0.24350152905198777	0.548
0.984472049689441	0.2423547400611621	0.55
0.9844236760124611	0.2415902140672783	0.551
0.984399375975039	0.24120795107033638	0.552
0.984375	0.2408256880733945	0.553
0.9843505477308294	0.2404434250764526	0.554
0.9858490566037735	0.2396788990825688	0.555
0.9858267716535433	0.2392966360856269	0.556
0.9858044164037855	0.23891437308868502	0.558
0.9857369255150554	0.23776758409785934	0.559
0.985691573926868	0.23700305810397554	0.56
0.9856459330143541	0.23623853211009174	0.561
0.9856	0.23547400611620795	0.562
0.9855769230769231	0.23509174311926606	0.563
0.9855305466237942	0.23432721712538226	0.564
0.9854838709677419	0.23356269113149847	0.565
0.9854368932038835	0.23279816513761467	0.567
0.9854132901134521	0.2324159021406728	0.568
0.9853420195439739	0.2312691131498471	0.571
0.9852941176470589	0.2305045871559633	0.572
0.9851973684210527	0.22897553516819572	0.573
0.985172981878089	0.22859327217125383	0.574
0.9851485148514851	0.22821100917431192	0.575
0.9850993377483444	0.22744648318042812	0.576
0.9850249584026622	0.22629969418960244	0.577
0.9849749582637729	0.22553516819571864	0.578
0.9849246231155779	0.22477064220183487	0.58
0.9848993288590604	0.22438837920489296	0.581
0.984822934232715	0.22324159021406728	0.583
0.9847715736040609	0.22247706422018348	0.585
0.9847457627118644	0.2220948012232416	0.587
0.9846678023850085	0.2209480122324159	0.588
0.9845360824742269	0.2190366972477064	0.589
0.9861830742659758	0.21827217125382262	0.591
0.9861351819757366	0.21750764525993885	0.592
0.9860627177700348	0.21636085626911314	0.593
0.986013986013986	0.21559633027522937	0.594
0.9859894921190894	0.21521406727828746	0.596
0.9859154929577465	0.21406727828746178	0.597
0.9858906525573192	0.21368501529051986	0.598
0.9858657243816255	0.21330275229357798	0.599
0.9875886524822695	0.2129204892966361	0.6
0.9875444839857651	0.2121559633027523	0.601
0.9875222816399287	0.2117737003058104	0.602
0.987410071942446	0.2098623853211009	0.603
0.9891891891891892	0.2098623853211009	0.604
0.9891696750902527	0.20948012232415902	0.605
0.9891500904159132	0.2090978593272171	0.607
0.9891304347826086	0.20871559633027523	0.608
0.9890710382513661	0.20756880733944955	0.609
0.9890510948905109	0.20718654434250763	0.611
0.9890310786106032	0.20680428134556575	0.612
0.989010989010989	0.20642201834862386	0.613
0.9889908256880734	0.20603975535168195	0.614
0.988950276243094	0.20527522935779816	0.615
0.988909426987061	0.2045107033639144	0.618
0.9888268156424581	0.2029816513761468	0.619
0.9888059701492538	0.20259938837920488	0.62
0.9887640449438202	0.2018348623853211	0.621
0.9886792452830189	0.20030581039755352	0.622
0.9886363636363636	0.19954128440366972	0.623
0.9885714285714285	0.19839449541284404	0.624
0.9885057471264368	0.19724770642201836	0.625
0.9884836852207294	0.19686544342507645	0.626
0.9884615384615385	0.19648318042813456	0.627
0.9884393063583815	0.19610091743119265	0.628
0.9883720930232558	0.19495412844036697	0.629
0.9883040935672515	0.1938073394495413	0.63
0.9882583170254403	0.1930428134556575	0.633
0.9881889763779528	0.1918960244648318	0.634
0.9881656804733728	0.1915137614678899	0.636
0.9900793650793651	0.19074923547400613	0.639
0.9900398406374502	0.18998470948012233	0.64
0.9900199600798403	0.18960244648318042	0.641
0.9899598393574297	0.18845565749235474	0.642
0.98989898989899	0.18730886850152906	0.643
0.9918864097363083	0.18692660550458715	0.645
0.9918533604887984	0.18616207951070338	0.646
0.9918367346938776	0.18577981651376146	0.647
0.9918032786885246	0.18501529051987767	0.648
0.9938271604938271	0.18463302752293578	0.649
0.9938144329896907	0.18425076452599387	0.65
0.9937888198757764	0.1834862385321101	0.651
0.9937759336099585	0.1831039755351682	0.652
0.9937629937629938	0.1827217125382263	0.653
0.99375	0.1823394495412844	0.654
0.9937106918238994	0.1811926605504587	0.657
0.9936974789915967	0.18081039755351683	0.659
0.9936708860759493	0.18004587155963303	0.66
0.9936440677966102	0.17928134556574923	0.661
0.9936305732484076	0.17889908256880735	0.662
0.9935897435897436	0.17775229357798164	0.663
0.9935622317596566	0.17698776758409787	0.664
0.9935483870967742	0.17660550458715596	0.665
0.9935205183585313	0.17584097859327216	0.666
0.9934782608695653	0.17469418960244648	0.667
0.9934354485776805	0.1735474006116208	0.668
0.9934065934065934	0.172782874617737	0.669
0.9933774834437086	0.1720183486238532	0.67
0.9933481152993349	0.1712538226299694	0.672
0.9933333333333333	0.17087155963302753	0.673
0.9933184855233853	0.1704892966360856	0.674
0.9933035714285714	0.17010703363914373	0.675
0.9932584269662922	0.16896024464831805	0.676
0.9931818181818182	0.16704892966360857	0.677
0.9931506849315068	0.16628440366972477	0.678
0.9931350114416476	0.1659021406727829	0.679
0.993103448275862	0.1651376146788991	0.681
0.9930555555555556	0.16399082568807338	0.683
0.9929742388758782	0.1620795107033639	0.684
0.9929245283018868	0.16093272171253822	0.685
0.9928909952606635	0.16016819571865443	0.686
0.9928741092636579	0.15978593272171254	0.687
0.9927884615384616	0.15787461773700306	0.688
0.9927710843373494	0.15749235474006115	0.689
0.9927360774818402	0.15672782874617738	0.69
0.9927184466019418	0.15634556574923547	0.691
0.9926650366748166	0.1551987767584098	0.692
0.9926470588235294	0.15481651376146788	0.693
0.9926289926289926	0.154434250764526	0.694
0.9926108374384236	0.1540519877675841	0.695
0.9925925925925926	0.1536697247706422	0.696
0.9925373134328358	0.15252293577981652	0.698
0.9925187032418953	0.15214067278287463	0.699
0.995	0.15214067278287463	0.7
0.9949622166246851	0.15099388379204892	0.701
0.9949238578680203	0.14984709480122324	0.702
