FPR	TPR	ROC_thres
0.05897546276366767	0.5101162290142057	0.212
0.05983641842445114	0.5122686181661644	0.211
0.060266896254842876	0.5122686181661644	0.21
0.06069737408523461	0.5126990959965562	0.209
0.06112785191562634	0.5139905294877314	0.208
0.06155832974601808	0.5144210073181231	0.207
0.06284976323719328	0.5157124408092983	0.206
0.06328024106758502	0.5170038743004736	0.205
0.06371071889797675	0.5174343521308653	0.204
0.0654326302195437	0.517864829961257	0.203
0.06629358588032716	0.5182953077916488	0.202
0.06715454154111063	0.5200172191132156	0.201
0.06844597503228583	0.5208781747739991	0.2
0.06930693069306931	0.5230305639259578	0.199
0.06930693069306931	0.5256134309083083	0.198
0.0705983641842445	0.5286267757210503	0.197
0.0705983641842445	0.530779164873009	0.196
0.07188979767541971	0.5312096427034008	0.195
0.07275075333620319	0.532501076194576	0.194
0.07404218682737838	0.5333620318553595	0.193
0.07447266465777012	0.5337925096857512	0.192
0.07533362031855359	0.5350839431769264	0.191
0.0766250538097288	0.5363753766681016	0.19
0.07705553164012054	0.537236332328885	0.189
0.07834696513129574	0.5398191993112355	0.188
0.07963839862247095	0.5411106328024107	0.187
0.07963839862247095	0.5428325441239776	0.186
0.08136030994403788	0.5449849332759363	0.185
0.08265174343521309	0.5462763667671114	0.184
0.0839431769263883	0.5467068445975032	0.183
0.08437365475678002	0.5488592337494619	0.182
0.0852346104175635	0.5510116229014206	0.181
0.0865260439087387	0.553594489883771	0.18
0.08695652173913043	0.553594489883771	0.179
0.08867843306069738	0.5557468790357296	0.178
0.08867843306069738	0.5578992681876883	0.177
0.0891089108910891	0.55832974601808	0.176
0.08953938872148084	0.5596211795092553	0.175
0.08953938872148084	0.560051657339647	0.174
0.08996986655187258	0.5630650021523892	0.173
0.09083082221265605	0.5643564356435643	0.172
0.09212225570383126	0.5660783469651313	0.171
0.09255273353422298	0.5686612139474817	0.17
0.09341368919500646	0.5695221696082652	0.169
0.0951356005165734	0.5716745587602239	0.168
0.09556607834696514	0.5733964700817907	0.167
0.0964270340077486	0.5751183814033577	0.166
0.09771846749892381	0.5759793370641412	0.165
0.09944037882049074	0.5772707705553164	0.164
0.09987085665088248	0.5807145931984503	0.163
0.09987085665088248	0.5815755488592338	0.162
0.10116229014205769	0.5837279380111924	0.161
0.10202324580284115	0.5867412828239346	0.16
0.1037451571244081	0.5884631941455015	0.159
0.10589754627636677	0.589324149806285	0.158
0.1063280241067585	0.591046061127852	0.157
0.1076194575979337	0.5919070167886353	0.156
0.10934136891950065	0.5944898837709858	0.155
0.11106328024106758	0.5953508394317693	0.153
0.11192423590185105	0.5962117950925527	0.152
0.11278519156263453	0.6000860955660784	0.151
0.11407662505380974	0.6005165733964701	0.15
0.11407662505380974	0.6013775290572535	0.149
0.11579853637537667	0.602238484718037	0.147
0.11752044769694361	0.6030994403788205	0.146
0.1188118811881188	0.6056823073611709	0.145
0.11924235901851055	0.6082651743435213	0.144
0.12053379250968575	0.6112785191562634	0.143
0.12268618166164443	0.6130004304778304	0.142
0.12397761515281963	0.6147223417993973	0.141
0.12569952647438656	0.6155832974601808	0.14
0.12699095996556178	0.6173052087817478	0.139
0.12871287128712872	0.6190271201033147	0.138
0.13043478260869565	0.6211795092552733	0.137
0.13301764959104606	0.6216099870856651	0.136
0.13387860525182954	0.623331898407232	0.135
0.13560051657339647	0.6241928540680155	0.134
0.1360309944037882	0.6254842875591907	0.133
0.1373224278949634	0.6259147653895825	0.132
0.13775290572535515	0.6280671545415412	0.131
0.13861386138613863	0.6306500215238915	0.13
0.14162720619888075	0.631510977184675	0.129
0.14421007318123116	0.6349547998278089	0.127
0.14636246233318984	0.6383986224709427	0.126
0.14894532931554025	0.6392595781317262	0.125
0.149375807145932	0.6401205337925097	0.124
0.1519586741282824	0.6405510116229014	0.123
0.15540249677141627	0.6409814894532931	0.122
0.15755488592337494	0.6439948342660353	0.121
0.1592767972449419	0.6465777012483858	0.12
0.16142918639690057	0.6478691347395609	0.119
0.1631510977184675	0.6491605682307361	0.118
0.16401205337925095	0.650882479552303	0.117
0.16659492036160137	0.6517434352130865	0.116
0.16745587602238485	0.6534653465346535	0.115
0.16917778734395178	0.654326302195437	0.114
0.17003874300473526	0.6564786913473956	0.113
0.17219113215669393	0.657339647008179	0.112
0.1730520878174774	0.6586310804993543	0.111
0.17520447696943608	0.6599225139905295	0.11
0.17649591046061128	0.6633663366336634	0.109
0.1782178217821782	0.665518725785622	0.108
0.18338355574687903	0.6689625484287559	0.106
0.18467498923805423	0.6702539819199311	0.105
0.1863969005596212	0.6711149375807146	0.104
0.1889797675419716	0.6719758932414981	0.103
0.19113215669393027	0.6728368489022816	0.102
0.19371502367628068	0.6732673267326733	0.101
0.19586741282823936	0.6745587602238484	0.1
0.20103314679294015	0.6762806715454154	0.098
0.20361601377529057	0.6775721050365906	0.097
0.20576840292724924	0.6792940163581576	0.096
0.20619888075764098	0.680154972018941	0.095
0.20835126990959965	0.6827378390012915	0.094
0.21222557038312526	0.6848902281532501	0.093
0.21480843736547567	0.6853207059836418	0.092
0.2160998708566509	0.6874730951356005	0.091
0.2186827378390013	0.6887645286267757	0.09
0.22212656048213517	0.6887645286267757	0.089
0.22427894963409384	0.6891950064571675	0.088
0.22772277227722773	0.6922083512699096	0.087
0.23073611708996986	0.6926388291003014	0.086
0.2311665949203616	0.69479121825226	0.085
0.23331898407232027	0.6982350408953939	0.084
0.23590185105467068	0.7008179078777443	0.083
0.23676280671545416	0.7021093413689194	0.082
0.23934567369780457	0.7038312526904864	0.081
0.24192854068015499	0.7051226861816616	0.08
0.24666379681446404	0.7077055531640121	0.079
0.2501076194575979	0.7089969866551873	0.078
0.2531209642703401	0.7102884201463625	0.077
0.2561343090830822	0.7111493758071459	0.076
0.2582866982350409	0.7124408092983211	0.075
0.2617305208781748	0.7145931984502798	0.074
0.26646577701248386	0.7154541541110633	0.073
0.2699095996556177	0.7171760654326302	0.072
0.27378390012914333	0.7201894102453723	0.071
0.27507533362031855	0.724063710718898	0.07
0.27593628928110203	0.7262160998708567	0.069
0.2815325010761946	0.7279380111924236	0.068
0.2845458458889367	0.7300904003443822	0.067
0.2884201463624623	0.7313818338355574	0.066
0.28971157985363755	0.7318123116659492	0.065
0.29229444683598793	0.7343951786482996	0.064
0.29616874730951354	0.7361170899698666	0.063
0.298751614291864	0.7378390012914335	0.062
0.3026259147653896	0.7399913904433921	0.061
0.3065002152389152	0.7412828239345673	0.06
0.3090830822212656	0.7438656909169178	0.059
0.31338786052518297	0.7447266465777013	0.058
0.3164012053379251	0.7455876022384847	0.057
0.32199741713301766	0.74687903572966	0.056
0.3254412397761515	0.7494619027120103	0.055
0.3310374515712441	0.7503228583727938	0.054
0.3340507963839862	0.7537666810159277	0.053
0.33921653034868704	0.7541971588463194	0.052
0.3439517864829961	0.7563495479982781	0.051
0.34825656478691347	0.758071459319845	0.05
0.3534222987516143	0.7602238484718037	0.049
0.35901851054670686	0.7619457597933706	0.048
0.36289281102023246	0.7632371932845459	0.047
0.36547567800258285	0.7640981489453293	0.046
0.36934997847610845	0.7662505380972879	0.045
0.37408523461041754	0.7688334050796384	0.044
0.3796814464055101	0.7696943607404219	0.043
0.3835557468790357	0.7722772277227723	0.042
0.3891519586741283	0.7761515281962978	0.041
0.39259578131726214	0.7787343951786483	0.04
0.3973310374515712	0.7804563065002152	0.039
0.404218682737839	0.7813172621609987	0.038
0.4076625053809729	0.7839001291433492	0.037
0.4102453723633233	0.787343951786483	0.036
0.41713301764959104	0.7894963409384417	0.035
0.4235901851054671	0.7916487300904004	0.034
0.43090830822212656	0.793801119242359	0.033
0.4352130865260439	0.7955230305639259	0.032
0.44640551011622903	0.8006887645286268	0.03
0.4507102884201464	0.8011192423590185	0.029
0.45716745587602237	0.8049935428325441	0.028
0.4644855789926819	0.8075764098148945	0.027
0.47051226861816614	0.808437365475678	0.026
0.4769694360740422	0.813172621609987	0.025
0.488592337494619	0.8144640551011623	0.024
0.496771416272062	0.8179078777442962	0.023
0.5027981058975463	0.8204907447266466	0.022
0.5092552733534222	0.8217821782178217	0.021
0.5174343521308653	0.8239345673697804	0.02
0.5273353422298752	0.8282393456736978	0.019
0.5355144210073182	0.8325441239776151	0.018
0.5449849332759363	0.8368489022815325	0.017
0.5531640120533793	0.8402927249246663	0.016
0.561773568661214	0.842445114076625	0.015
0.5716745587602239	0.8467498923805424	0.014
0.5815755488592338	0.850624192854068	0.013
0.5906155832974602	0.8536375376668102	0.012
0.5996556177356867	0.8592337494619027	0.011
0.6095566078346966	0.8656909169177788	0.01
0.6207490314248816	0.8730090400344382	0.009
0.6353852776582006	0.8773138183383555	0.008
0.6530348687042618	0.8824795523030564	0.007
0.6698235040895394	0.8889367197589324	0.006
0.6870426173052088	0.8984072320275506	0.005
0.7089969866551873	0.9095996556177357	0.004
0.7430047352561343	0.9238054240206629	0.003
0.7916487300904004	0.9436074042186827	0.002
0.8648299612569953	0.9698665518725785	0.001
1.0	1.0	0.0
